Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch
New York,NY,Other,AB 7042,2017,Appointed,Appointment,Requires evening court hours for the adjudication of parking violations.,In Assembly Transportation Committee.,0,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Selection,AB 7050,2009,Appointed,Appointment,"Makes all judicial elections nonpartisan. Prohibits judicial candidates from engaging in any partisan political activity (except registering and voting as a party member), endorsing candidates, accept or solicit party contributions.",In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Selection,AB 7050,2010,Appointed,Appointment,"Makes all judicial elections nonpartisan. Prohibits judicial candidates from engaging in any partisan political activity (except registering and voting as a party member), endorsing candidates, accept or solicit party contributions.",Died in committee.,1,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 7128,2013,Appointed,Appointment,Provides that uniformed court officers and peace officers employed in the unified court system shall be entitled to accidental disability retirement if they sustain injuries as the result of a physical assault by an assailant suffered while in service.,In Assembly Governmental Employees Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7128,2014,Appointed,Appointment,Provides that uniformed court officers and peace officers employed in the unified court system shall be entitled to accidental disability retirement if they sustain injuries as the result of a physical assault by an assailant suffered while in service.,Replaced by SB 6757.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7207,2012,Appointed,Appointment,Changes number of city court judges and their salaries in various cities throughout state.,Approved by Assembly Judiciary Committee 5/22/12.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7242,2012,Appointed,Appointment,"Increases offenses by one level if target was judicial officer but individual harmed was bystander,",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7242,2011,Appointed,Appointment,"Increases offenses by one level if target was judicial officer but individual harmed was bystander,",In Assembly Codes Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Rule Making Authority,AB 730,2014,Appointed,Appointment,"Authorizes an experimental program in which presiding trial judges, in their discretion, may permit audio-visual coverage of civil and criminal court proceedings, including trials",Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 730,2013,Appointed,Appointment,"Authorizes an experimental program in which presiding trial judges, in their discretion, may permit audio-visual coverage of civil and criminal court proceedings, including trials",Prefiled in Assembly Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,AB 7316,2010,Appointed,Appointment,Provides for annual increase in the compensation paid to the judges and justices of the unified court system and New York city housing judges. Establishes commissions to annually determine the compensation payable to the judges and justices of the unified court system.,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,AB 7316,2009,Appointed,Appointment,Provides for annual increase in the compensation paid to the judges and justices of the unified court system and New York city housing judges. Establishes commissions to annually determine the compensation payable to the judges and justices of the unified court system.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Salary & Budget,AB 7325,2011,Appointed,Appointment,Allows for a justice court to use money collected through a surcharge to provide for additional security equipment and personnel.,In Assembly Judiciary Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,AB 7325,2012,Appointed,Appointment,Allows for a justice court to use money collected through a surcharge to provide for additional security equipment and personnel.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7360,2014,Appointed,Appointment,Reclassifies court officers and court clerks of the unified court system as police officers and repeals provisions relating to their status as peace officers.,In Assembly Codes Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7360,2013,Appointed,Appointment,Reclassifies court officers and court clerks of the unified court system as police officers and repeals provisions relating to their status as peace officers.,In Assembly Codes Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Jurisdiction,AB 7466,2013,Appointed,Appointment,Increases the monetary jurisdiction of the justice courts from three thousand dollars to five thousand dollars.,In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Jurisdiction,AB 7466,2014,Appointed,Appointment,Increases the monetary jurisdiction of the justice courts from three thousand dollars to five thousand dollars.,In Assembly Judiciary Committee. Carried over from 2013 session.,1,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,AB 7529,2014,Appointed,Appointment,Creates veterans treatment court programs.,In Assembly Codes Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,AB 7529,2013,Appointed,Appointment,Creates veterans treatment court programs.,In Assembly Codes Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 7552,2013,Appointed,Appointment,Authorizes the chief administrator of the courts to establish rules for special proceedings authorized under section 9-518 of the uniform commercial code relating to wrongful financial statements.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 7552,2014,Appointed,Appointment,Authorizes the chief administrator of the courts to establish rules for special proceedings authorized under section 9-518 of the uniform commercial code relating to wrongful financial statements.,In Assembly Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,AB 7576,2010,Appointed,Appointment,Allows a district court judge to temporarily serve as a family court judge in the judicial district of his or her residence.,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Structure Changes,AB 7576 (Constitutional Amendment),2009,Appointed,Appointment,Allows a district court judge to temporarily serve as a family court judge in the judicial district of his or her residence.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Structure Changes,AB 7576 (Constitutional Amendment),2010,Appointed,Appointment,Allows a district court judge to temporarily serve as a family court judge in the judicial district of his or her residence.,Approved by full Senate 3/17/10. Approved by full Assembly 6/16/10. Must be approved by 2011-2010 legislature before placement on ballot.,0,Passed Legislature,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 7609,2017,Appointed,Appointment,"Defines ""e-filing"" and lists items that may not be e-filed.",In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7629,2012,Appointed,Appointment,"Establishes the chief administrator of the courts shall submit annually a report on the administration, function and effectiveness of the Drug Treatment Court Program during the preceding year.",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7629,2011,Appointed,Appointment,"Establishes the chief administrator of the courts shall submit annually a report on the administration, function and effectiveness of the Drug Treatment Court Program during the preceding year.",Approved by Assembly Judiciary Committee 5/24/11. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Rule Making Authority,AB 7698,2016,Appointed,Appointment,Requires chief administrator of courts report specific data for all courts regarding misdemeanor offenses.,Approved by Assembly Codes Committee 6/2/15. Approved by Assembly Ways & Means Committee 6/3/15. Carried over into 2016 session.,0,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 7698,2015,Appointed,Appointment,Requires chief administrator of courts report specific data for all courts regarding misdemeanor offenses.,Approved by Assembly Codes Committee 6/2/15. Approved by Assembly Ways & Means Committee 6/3/15.,0,Introduced,,,,,,NY2015,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7698,2016,Appointed,Appointment,"Requires all courts report to chief administrator of the courts data on offenses by court/county including offense charged, the race, ethnicity, age, and sex of the individual charged, sentence imposed, and other data.",Approved by full Assembly 6/15/16.,0,Passed one chamber,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Jurisdiction,AB 7701,2010,Appointed,Appointment,Increases the monetary civil jurisdiction of justice courts from $3000 to $6000.,Died in committee.,1,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Jurisdiction,AB 7701,2009,Appointed,Appointment,Increases the monetary civil jurisdiction of justice courts from $3000 to $6000.,In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Structure Changes,AB 785,2011,Appointed,Appointment,Creates two pilot programs of veterans courts in the city of Utica and New York City.,In Assembly Committee on Judiciary. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Structure Changes,AB 785,2012,Appointed,Appointment,Creates two pilot programs of veterans courts in the city of Utica and New York City.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7948,2012,Appointed,Appointment,"Requires state agencies, including administrative office of the courts, that directly serve the public to enact policies to ensure that people who do not speak English well receive the interpretation and translation services they need in order to access vital government programs.",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 7948,2011,Appointed,Appointment,"Requires state agencies, including administrative office of the courts, that directly serve the public to enact policies to ensure that people who do not speak English well receive the interpretation and translation services they need in order to access vital government programs.",In Assembly Governmental Affairs Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Qualification & Terms,AB 7969 (Constitutional Amendment),2014,Appointed,Appointment,Increases mandatory retirement age from 70 to 74 for most state judges. Allows certain judges reaching 74 to be reappointed for 2 years terms to age 80.,In Assembly Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,AB 7969 (Constitutional Amendment),2013,Appointed,Appointment,Increases mandatory retirement age from 70 to 74 for most state judges. Allows certain judges reaching 74 to be reappointed for 2 years terms to age 80.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,AB 8007,2011,Appointed,Appointment,Provides that any grant or gift of money to the unified court system shall be disposed of by the chief administrator of the courts in the manner provided by law.,Approved by full Senate 6/16/11. To Governor for approval.,0,Passed Legislature,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Rule Making Authority,AB 8013,2013,Appointed,Appointment,Authorizes the chief administrator of the courts to establish rules for special proceedings authorized under section 9-518 of the uniform commercial code relating to wrongful financial statements.,Approved by Senate 6/20/13. To Governor for signature,0,Passed Legislature,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Structure Changes,AB 8024,2011,Appointed,Appointment,Establishes a youth court diversion program to transfer the dispositional phase of proceedings to youth courts.,In Assembly Children and Families Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Structure Changes,AB 8024,2012,Appointed,Appointment,Establishes a youth court diversion program to transfer the dispositional phase of proceedings to youth courts.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Jurisdiction,AB 8054,2012,Appointed,Appointment,"Increases the monetary jurisdiction of the justice courts to $5,000 from $3,000.",Carried over from 2011 session.,1,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Jurisdiction,AB 8054,2011,Appointed,Appointment,"Increases the monetary jurisdiction of the justice courts to $5,000 from $3,000.",In Assembly Judiciary Committee. Carried over into 2012 session.,1,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 8083,2015,Appointed,Appointment,"Vests the Chief Administrative Judge with authority, provided the local County Clerk agrees, to implement mandatory e-filing in a county and in most classes of cases. Continues present authorization for the use of e-filing, both consensual and mandatory, in criminal superior courts and Family Court. Continue permanently, without change, programs of consensual and mandatory e-filing in Surrogate's Court and the New York City Civil Court. Authorize use of e-filing in the Appellate Divisions at the discretion of each Judicial Department.",Approved by full Senate 6/18/15. To Governor for approval.,0,Passed Legislature,,,,,,NY2015,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 8127,2017,Appointed,Appointment,Alters e-fling statutes for purpose of expanding use of e-filing.,Approved by full Assembly 6/13/17.,0,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,AB 814,2010,Appointed,Appointment,Extends from four years to eight years the term of office of commissioner of jurors.,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Qualification & Terms,AB 814,2009,Appointed,Appointment,Extends from four years to eight years the term of office of commissioner of jurors.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Other,AB 8177,2017,Appointed,Appointment,Permits Town and Village Justices to hold their courts outside their respective towns and villages for the limited purpose of presiding over an off-hours arraignment part established in another municipality located in the same county.,Approved by full Assembly 6/13/17.,0,Passed one chamber,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 8195,2017,Appointed,Appointment,Authorizes chief administrator of the courts to develop an emergency plan to take effect when justices are needed and all other options have been exhausted.,In Assembly Judicairy Committee.,0,Introduced,,,,,,NY2017,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 8301,2011,Appointed,Appointment,"Enacts the public integrity reform act of 2011. Creates Joint Commission on Public Ethics to oversee new ethics rules/laws for public officials. Defines ""public official"" as judges, justices, and employees of unified court system who are hired/elected after enactment.",In Assembly Rules Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 8301,2012,Appointed,Appointment,"Enacts the public integrity reform act of 2011. Creates Joint Commission on Public Ethics to oversee new ethics rules/laws for public officials. Defines ""public official"" as judges, justices, and employees of unified court system who are hired/elected after enactment.",Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 8317,2014,Appointed,Appointment,"Authorizes Appellate Division of the Supreme Court to admit to the practice of law an applicant who is not lawfully present in the United States, upon certification by the committee on character and fitness that the applicant has fulfilled those requirements for admission.",In Assembly Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 8317,2013,Appointed,Appointment,"Authorizes Appellate Division of the Supreme Court to admit to the practice of law an applicant who is not lawfully present in the United States, upon certification by the committee on character and fitness that the applicant has fulfilled those requirements for admission.",In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,AB 8336,2013,Appointed,Appointment,Requires town and village judges have at least an associate's or bachelor's degree.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,AB 8336,2014,Appointed,Appointment,Requires town and village judges have at least an associate's or bachelor's degree.,Approved by Assembly Judiciary Committee 4/29/14.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 8368,2011,Appointed,Appointment,Specifies courts and types of actions in which pilot programs will be authorized to permit use of electronic means to commence an action or special proceeding.,Approved by full Assembly 6/20/11. Returned to Assembly and re-passed with amendment 6/23/11. Approved by full Senate as amended 6/23/11. To Governor for approval.,0,Passed Legislature,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 8408,2014,Appointed,Appointment,"Provides trial judge must render decisions within 90 days. Provides failure to do so in 5 instances, or failure to do so for more than 2 years in 1 instance, will result in removal from office.",In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Qualification & Terms,AB 8469 (Constitutional Amendment),2011,Appointed,Appointment,"Authorizes retired supreme court justices )in New York, the court of general jurisdiction is the supreme court) to serve as justice of supreme court until age 80. Provides that judges of the court of appeals need not retire until the end of the year in which they turn 80. Prohibits the appointment of any person over age 70 to the court of appeals.",Replaced by SB 5827.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 8640,2011,Appointed,Appointment,Requires judicial branch and governmental employees in the state reside in the state.,In Assembly Government Operations Committee. Carried over into 2012 session.,1,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 8640,2012,Appointed,Appointment,Requires judicial branch and governmental employees in the state reside in the state.,Carried over from 2011 session.,1,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 8682 (Constitutional Amendment),2016,Appointed,Appointment,"Allows for recall of state and local officials, including elected judges.",In Assembly (no committee).,1,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 876,2012,Appointed,Appointment,"Requires parties and their counsel disclose to opposing counsel campaign contributions above $500 in the last five years to campaign of the judge presiding over their case. Provides if the other side has made no such contributions themselves, the judge must recuse upon timely application of the non-contributing party.",Carried over from 2011 session.,1,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 876,2011,Appointed,Appointment,"Requires parties and their counsel disclose to opposing counsel campaign contributions above $500 in the last five years to campaign of the judge presiding over their case. Provides if the other side has made no such contributions themselves, the judge must recuse upon timely application of the non-contributing party.",In Assembly Committee on Judiciary. Carried over into 2012 session.,1,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Jurisdiction,AB 8989,2016,Appointed,Appointment,"Increases the monetary jurisdiction of the justice courts from $3,000 to $5,000.",In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 912,2009,Appointed,Appointment,Requires judicial conduct hearings be open to the public.,In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 912,2010,Appointed,Appointment,Requires judicial conduct hearings be open to the public.,Died in committee.,1,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 9196,2010,Appointed,Appointment,Increases penalties for assaulting judges or courtroom personnel.,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 9196,2009,Appointed,Appointment,Increases penalties for assaulting judges or courtroom personnel.,In Assembly Codes Committee.,0,Introduced,,,,,,NY2009,-0.409761614,-0.808,-0.584,-0.233,0,0,0,0,0,0
New York,NY,Jurisdiction,AB 9351,2012,Appointed,Appointment,"Increases small claims from $5,000 to $10,000.",In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 9375,2014,Appointed,Appointment,ORIGINAL: Authorizes certain city courts to have night court for matters that are neither misdemeanors nor felonies. AMENDED: Allows cities to keep City Courts open in the evening where court administrators determine that the court should schedule night sessions.,Approved by full Assembly 6/17/14. Approved by full Senate 6/18/14. To Governor for approval.,0,Passed Legislature,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Rule Making Authority,AB 9400,2012,Appointed,Appointment,Extends the chief administrator of the courts authority to allow referees to determine certain applications to a family court for an order of protection.,Approved by full Senate 5/31/12. To Governor for approval.,0,Passed Legislature,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 9406,2014,Appointed,Appointment,Permits issuance of distinctive plates to members of the association of city court judges.,In Assembly Transportation Committee.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Selection,AB 9421,2010,Appointed,Appointment,Requires that judges receive proper certificates of authorization or be enrolled members of the party for which they are running in the primary election.,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,AB 9440,2016,Appointed,Appointment,Relates to age and service eligibility requirements for ordinary retirement for members of the unified court system,In Assembly Governmental Employees Committee.,0,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,AB 9454,2010,Appointed,Appointment,Prohibits payments from the Judicial Supplemental Support Fund for expenses for services and goods to support judges in the performance of their judicial responsibilities.  ,Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,AB 951,2014,Appointed,Appointment,Requires assistive listening systems and visual evacuation alarm components in courthouses and legislative hearing and meeting rooms.,In Assembly Governmental Operations Committee. Carried over from 2013 session.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 951,2013,Appointed,Appointment,Requires assistive listening systems and visual evacuation alarm components in courthouses and legislative hearing and meeting rooms.,In Assembly Governmental Operations Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 9726 (Constitutional Amendment),2010,Appointed,Appointment,Provides that no person shall have their legal action  be  dismissed  on  the  grounds  of  it raising or being a non-justiciable political question.  ,Died in committee.,1,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,AB 9736,2016,Appointed,Appointment,Sets judicial salaries.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2016,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 9753,2014,Appointed,Appointment,Permits the Chief Administrator of the Courts to direct the use of mechanical recording of testimony and of other proceedings in many state courts while specifically prohibiting it in others.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,AB 9760,2010,Appointed,Appointment,"Increases judicial salaries justices and sets all judicial salaries as a percentage of that given to a justice of the states supreme court (note: in NY, the states supreme court is a trial court of general jurisdiction). Creates compensation commission whose recommendations automatically become law.  ",Died in committee.,0,Introduced,,,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Jurisdiction,AB 9826,2012,Appointed,Appointment,"Increases the jurisdictional limit from $3,000 to $15,000 for justice courts.",In Assembly Judiciary Committee.,1,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,AB 9827,2012,Appointed,Appointment,"Increases fees for commencement of small claims to $20 for claims under $1,000 and $30 for claims between $1,000 and $3,000.",In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 9869,2014,Appointed,Appointment,Mandates use of e-filing in all civil cases. Exempts discovery demands and responses to discovery demands.,In Assembly Judiciary Committee.,0,Introduced,,,,,,NY2014,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 9870,2012,Appointed,Appointment,"Establishes the crime of aggravated harassment of police officers, peace officers, court officers, emergency medical technicians or paramedics. Provides that such crime is a class E felony.",In Assembly Codes Committee.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 993,2012,Appointed,Appointment,Relates to requiring evening court hours for the adjudication of parking violations.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Other,AB 993,2011,Appointed,Appointment,Relates to requiring evening court hours for the adjudication of parking violations.,In Assembly Transportation Committee. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Salary & Budget,SB 10 (3rd Extraordinary Session),2010,Appointed,Appointment,"Creates special commission on compensation to set judicial salaries every four years, starting April 1, 2011. Commissions recommendations go into effect automatically unless modified or abrogated by statute prior to April first of the year as to  which  such determination applies.  ",Signed into law by Governor 12/10/10.,0,Enacted,,2010-12-10T00:00:00Z,,,,NY2010,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1094,2011,Appointed,Appointment,Establishes standards for court interpreters and a procedure for waiver of a non-English speaking persons right to an interpreter in any proceeding.,In Senate Committee on Judiciary. Carried over into 2012 session.,0,Introduced,,,,,,NY2011,-0.409761614,,-0.629,-0.519,0,,0,0,0,0
New York,NY,Other,SB 1094,2012,Appointed,Appointment,Establishes standards for court interpreters and a procedure for waiver of a non-English speaking persons right to an interpreter in any proceeding.,Carried over from 2011 session.,0,Introduced,,,,,,NY2012,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
New York,NY,Salary & Budget,SB 1165,2013,Appointed,Appointment,"Provides that the salaries of county, family and surrogate's court judges shall be the same as that of justices of the supreme court. (in New York, the ""supreme court"" is the state's main trial court).",Prefiled in Senate Judiciary Committee.,0,Introduced,,,,,,NY2013,-0.409761614,-0.735,-0.621,-0.229,0,0,0,0,0,0
